favorited,retweet_count,followers_count,name,friends_count,screen_name,text,created_at,truncated,is_retweet,_id,retweeted_from,user_mentions count,user_mentions,hashtags count,hashtags,urls count,urls
FALSE,1,37588,   ,336,adriannalunaxxx,Tweet ur vote 4 me lovers!RT @GrlsofPenthouse Just askin': Which of yr favorite starlets wld U lk 2 C on the cover of #TheGirlsOfPenthouse?,2/15/2013 4:32,FALSE,FALSE,3.02274E+17,FALSE,1,GrlsofPenthouse,1,TheGirlsOfPenthouse,0,
FALSE,0,37588,   ,336,adriannalunaxxx,Yes! RT @CarlJohnson70 @GrlsofPenthouse @AdriannaLunaxxx.  I vote for Adrianna Luna,2/15/2013 4:31,FALSE,FALSE,3.02274E+17,FALSE,3,"CarlJohnson70, GrlsofPenthouse, AdriannaLunaxxx",0,,0,
FALSE,2,37588,   ,336,adriannalunaxxx,Aww.. so cute ;) RT @DragoLegacy313 @AdriannaLunaxxx http://t.co/7SQvBuvO,2/15/2013 4:29,FALSE,FALSE,3.02273E+17,FALSE,2,"DragoLegacy313, AdriannaLunaxxx",0,,0,
FALSE,9,37588,   ,336,adriannalunaxxx,Fat??? umm.. U must b talkin abt ur fat pathetic self RT @giurumia1 @AdriannaLunaxxx y are u fat like a pregnant pig? http://t.co/q6tvfm7B,2/13/2013 14:29,FALSE,FALSE,3.017E+17,FALSE,2,"giurumia1, AdriannaLunaxxx",0,,1,http://twitpic.com/c3cyig
FALSE,0,37588,   ,336,adriannalunaxxx,@dubyac99 it wasnt u babe.. Was housekeeping :/,2/13/2013 14:16,FALSE,FALSE,3.01696E+17,FALSE,1,dubyac99,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,R cuban products still contraband in the us? I thought i heard a while back that it was no longer??,2/13/2013 14:15,FALSE,FALSE,3.01696E+17,FALSE,0,,0,,0,
FALSE,2,37588,   ,336,adriannalunaxxx,So close 2 falling asleep till my phone rang. I guess its a sign 2 party at the bar instead! Letting loose 4 a change http://t.co/KHwyW5fD,2/13/2013 13:56,FALSE,FALSE,3.01691E+17,FALSE,0,,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,Im in another country in a timezone thats happy hour friendly :) RT @brosemail @AdriannaLunaxxx damn where can start drinking this early?,2/13/2013 13:52,FALSE,FALSE,3.0169E+17,FALSE,2,"brosemail, AdriannaLunaxxx",0,,0,
FALSE,3,37588,   ,336,adriannalunaxxx,Mmm.. Warm nuts in my mouth. Im talking abt toasted almonds u dirty pervs! Lol still luv u guys ;),2/13/2013 13:50,FALSE,FALSE,3.0169E+17,FALSE,0,,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@mikequasar cheers babe! Here's 2 sweet tequila dreams,2/13/2013 13:48,FALSE,FALSE,3.01689E+17,FALSE,1,mikequasar,0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,My attempt at napping failed so i headed down 2 the bar 4 some tequila. Sounds like something my friend @mikequasar wld do ;),2/13/2013 13:44,FALSE,FALSE,3.01688E+17,FALSE,1,mikequasar,0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,Since when do margaritas come in martini glasses??? #fail #dislike oh well jst found out its 2 for 1! #success  http://t.co/W13F7v2y,2/13/2013 13:39,FALSE,FALSE,3.01687E+17,FALSE,0,,3,"fail, dislike, success",0,
FALSE,22,37588,   ,336,adriannalunaxxx,"RT @AshHollywood: Why would strippers get mad when handed monopoly money?...I mean, are those real tits? I didn't think so...",2/13/2013 13:34,FALSE,TRUE,3.01686E+17,AshHollywood,1,AshHollywood,0,,0,
FALSE,877,37588,   ,336,adriannalunaxxx,"RT @HornyFacts: If she wakes you up with kisses, wife that girl up.",2/13/2013 13:31,FALSE,TRUE,3.01685E+17,HornyFacts,1,HornyFacts,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@2for1Lapdances always! Check out @naughtyamerica @Penthouse @JustSexyDanni n http://t.co/1cpugKzD. Enjoy!,2/13/2013 12:45,FALSE,FALSE,3.01673E+17,FALSE,4,"2for1Lapdances, naughtyamerica, Penthouse, JustSexyDanni",0,,1,http://babes.com
FALSE,0,37588,   ,336,adriannalunaxxx,Im always shooting ;) RT @Alexino71 @AdriannaLunaxxx when you will shoot hun?,2/13/2013 12:42,FALSE,FALSE,3.01673E+17,FALSE,2,"Alexino71, AdriannaLunaxxx",0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@PrinceYahshua thx babe! Woo hoo party time! Hope it was a good night :),2/13/2013 12:34,FALSE,FALSE,3.01671E+17,FALSE,1,PrinceYahshua,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@PrinceYahshua what r u still doing up mr??? Im outta the country visiting my peeps :),2/13/2013 12:27,FALSE,FALSE,3.01669E+17,FALSE,1,PrinceYahshua,0,,0,
FALSE,2,37588,   ,336,adriannalunaxxx,Sooo tired! Nap time! http://t.co/7hqz3PlL,2/13/2013 12:17,FALSE,FALSE,3.01666E+17,FALSE,0,,0,,0,
FALSE,5,37588,   ,336,adriannalunaxxx,"Sexy! RT @TheRealApollo Comin' soon @JustSexyDanni ... @YuriLuv &amp; @AdriannaLunaxxx in ""Queen of Hearts"" http://t.co/XNMGKzSh",2/13/2013 12:09,FALSE,FALSE,3.01664E+17,FALSE,4,"TheRealApollo, JustSexyDanni, YuriLuv, AdriannaLunaxxx",0,,1,http://tmblr.co/ZaYBnue2Q8wX
FALSE,1,37588,   ,336,adriannalunaxxx,Trying 2 stay up as long as i can! My eyes wont stay open!! ,2/11/2013 8:36,FALSE,FALSE,3.00886E+17,FALSE,0,,0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,Waaah! I'm scurred ,2/11/2013 7:08,FALSE,FALSE,3.00864E+17,FALSE,0,,0,,0,
FALSE,18,37588,   ,336,adriannalunaxxx,Ass ass ass! RT @FuckerMCBO Sexy latin princess --&gt; @AdriannaLunaxxx http://t.co/MtSboBFN,2/11/2013 7:01,FALSE,FALSE,3.00862E+17,FALSE,2,"FuckerMCBO, AdriannaLunaxxx",0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,RT @wrightwilliams: SEOForAdult's spksmodel is @AdriannaLunaxxx  and now http://t.co/Np2tO9ga's Spokesperson is A #Youtube #legend !!! : ...,2/11/2013 7:01,FALSE,TRUE,3.00862E+17,wrightwilliams,2,"wrightwilliams, AdriannaLunaxxx",2,"Youtube, legend",1,http://SPAMGENIUS.Com
FALSE,0,37588,   ,336,adriannalunaxxx,Be my valentine http://t.co/XuZFesoz  #bemine,2/9/2013 21:59,FALSE,FALSE,3.00363E+17,FALSE,0,,1,bemine,1,http://amzn.com/w/1ILIM0WQYFOXZ
FALSE,801,37588,   ,336,adriannalunaxxx,"RT @HornyFacts: Hold her tight, kiss her harder, love her more each day...",2/9/2013 10:52,FALSE,TRUE,3.00195E+17,HornyFacts,1,HornyFacts,0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,Time 2 make some changes... Re-prioritize,2/9/2013 3:40,FALSE,FALSE,3.00087E+17,FALSE,0,,0,,0,
FALSE,3,37588,   ,336,adriannalunaxxx," 'Jump' - Rihanna  if u want it lets do it ride it my pony, my saddle is waiting come n jump on it.. http://t.co/nL8YIqG5",2/9/2013 0:30,FALSE,FALSE,3.00039E+17,FALSE,0,,0,,1,http://twitpic.com/c1zwz8
FALSE,3,37588,   ,336,adriannalunaxxx,@BettyLouSpense @provocativsiren this pic reminded me of u! Happy friday lovers!! http://t.co/eqrnYGn3,2/8/2013 22:22,FALSE,FALSE,3.00007E+17,FALSE,2,"BettyLouSpense, provocativsiren",0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,Jst left the dentist n he said i have beautiful teeth!  My teeth feel so fresh n so clean! http://t.co/IJlqwQUh,2/8/2013 21:20,FALSE,FALSE,2.99991E+17,FALSE,0,,0,,0,
FALSE,4,37588,   ,336,adriannalunaxxx,On the grind... http://t.co/0sWpY8p8,2/8/2013 20:14,FALSE,FALSE,2.99974E+17,FALSE,0,,0,,0,
FALSE,1263,37588,   ,336,adriannalunaxxx,"RT @HornyFacts: In relationships: 1) Don't lie. 2) Don't cheat. 3) Don't make promises you can't keep. 4) Last but not least, have great ...",2/8/2013 19:09,FALSE,TRUE,2.99958E+17,HornyFacts,1,HornyFacts,0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,Morning lovebugs! Time 2 get my day started! Happy friday! http://t.co/aJ94CW6F,2/8/2013 19:07,FALSE,FALSE,2.99958E+17,FALSE,0,,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@brainjunk ur awesome nica!,2/8/2013 7:32,FALSE,FALSE,2.99783E+17,FALSE,1,brainjunk,0,,0,
FALSE,6,37588,   ,336,adriannalunaxxx,Having sex doesnt make u a slut n being a virgin doesnt make u a saint. #truth!,2/8/2013 6:57,FALSE,FALSE,2.99774E+17,FALSE,0,,1,truth,0,
FALSE,1292,37588,   ,336,adriannalunaxxx,"RT @HornyFacts: Real men make your panties wet, not your eyes.",2/8/2013 6:55,FALSE,TRUE,2.99773E+17,HornyFacts,1,HornyFacts,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@mackpierceisme most give like a class or a week free 2 try out. U shld check it out :),2/8/2013 6:46,FALSE,FALSE,2.99771E+17,FALSE,1,mackpierceisme,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@mackpierceisme its very intense but in a good way. All the movements can b modified 2 ur level n its a team environment so its (cont,2/8/2013 6:46,FALSE,FALSE,2.99771E+17,FALSE,1,mackpierceisme,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@mackpierceisme cont) welcoming n encouraging :) what area r u in? I can try n recommend one 2 u,2/8/2013 6:46,FALSE,FALSE,2.99771E+17,FALSE,1,mackpierceisme,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@LobsterJustin ;),2/8/2013 5:59,FALSE,FALSE,2.99759E+17,FALSE,1,LobsterJustin,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@troyhargens putting my weights away,2/8/2013 5:59,FALSE,FALSE,2.99759E+17,FALSE,1,troyhargens,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,Yea! RT @brosemail @AdriannaLunaxxx is sexy crossfit babe....all day,2/8/2013 5:58,FALSE,FALSE,2.99759E+17,FALSE,2,"brosemail, AdriannaLunaxxx",0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,Crossfit jargon. The box is my crossfit gym.  RT @mikemedia82 @AdriannaLunaxxx the box?,2/8/2013 5:52,FALSE,FALSE,2.99758E+17,FALSE,2,"mikemedia82, AdriannaLunaxxx",0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,New guy at the box was following me around like a lil puppy  Cleanin up my station. So cute.. Ha! I still got it ,2/8/2013 5:38,FALSE,FALSE,2.99754E+17,FALSE,0,,0,,0
FALSE,37,37588,   ,336,adriannalunaxxx,#thongthursday huh? How abt no thong thursday??? Pic courtesy of @penthouse http://t.co/73GdW1aj,2/8/2013 4:00,FALSE,FALSE,2.99729E+17,FALSE,1,Penthouse,1,thongthursday,0
FALSE,0,37588,   ,336,adriannalunaxxx,@iwantanxxxstar its not like i take it seriously. U need 2 chill out,2/8/2013 3:51,FALSE,FALSE,2.99727E+17,FALSE,1,iwantanxxxstar,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,"@JeremyPond yea ive jst learned 2 ignore, block n mute! ;)",2/8/2013 3:50,FALSE,FALSE,2.99727E+17,FALSE,1,JeremyPond,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,"@JeremyPond yup! Haters! Nosey losers, freaks, n down right mean assholes",2/8/2013 3:48,FALSE,FALSE,2.99726E+17,FALSE,1,JeremyPond,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@CarlJohnson70 up up and away!,2/8/2013 3:46,FALSE,FALSE,2.99726E+17,FALSE,1,CarlJohnson70,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@JeremyPond to the moon!,2/8/2013 3:46,FALSE,FALSE,2.99726E+17,FALSE,1,JeremyPond,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@iwantanxxxstar @CarlJohnson70 y r u such a hater?,2/8/2013 3:46,FALSE,FALSE,2.99726E+17,FALSE,2,"iwantanxxxstar, CarlJohnson70",0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@iwantanxxxstar @JeremyPond hater,2/8/2013 3:45,FALSE,FALSE,2.99726E+17,FALSE,2,"iwantanxxxstar, JeremyPond",0,,0
FALSE,1,37588,   ,336,adriannalunaxxx,Fuck it.. Im gonna take myself on a vacay! Tired of waiting around 4 other ppl. I need 2 get away from the bs,2/8/2013 3:34,FALSE,FALSE,2.99723E+17,FALSE,0,,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@TheRealApollo @JennaRoseXXX @MsVeracruzXXX @provocativsiren @BettyLouSpense i wanna molest all the girls 4 @JustSexyDanni! Esp cara n sarah,2/8/2013 3:23,FALSE,FALSE,2.9972E+17,FALSE,6,"TheRealApollo, JennaRoseXXX, MsVeracruzXXX, provocativsiren, BettyLouSpense, JustSexyDanni",0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@SaraLuvvXXX me either! They had u guys hidden in the room. Sorry bb! Hope u had a good scene ;),2/8/2013 3:20,FALSE,FALSE,2.99719E+17,FALSE,1,SaraLuvvXXX,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,Not sure it'll b released by @ZTentertainment RT @Rikapotamus_4 @AdriannaLunaxxx when is this movie coming out??!!,2/8/2013 1:29,FALSE,FALSE,2.99691E+17,FALSE,3,"ZTentertainment, Rikapotamus_4, AdriannaLunaxxx",0,,0,
FALSE,11,37588,   ,336,adriannalunaxxx,On set 2day 4 a lesbian yoga movie.. #downwardog style! Lol! http://t.co/dVU9jxQd,2/8/2013 1:25,FALSE,FALSE,2.9969E+17,FALSE,0,,1,downwardog,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@juliapapworth thx bb! I left a crockpot full of paleo goodness cookin while i left 2 work. Cant wait 2 fuck n go home 2 my chicken! Lol!,2/7/2013 21:35,FALSE,FALSE,2.99632E+17,FALSE,1,juliapapworth,0,,0,
FALSE,1,37588,   ,336,adriannalunaxxx,I think i might b turning into a domestic slut  #wifeystatus #keeper,2/7/2013 18:39,FALSE,FALSE,2.99588E+17,FALSE,0,,2,"wifeystatus, keeper",0,
FALSE,499,37588,   ,336,adriannalunaxxx,RT @lnternetGrandma: Birth Control Pills should be for men. It makes much more sense to unload a gun than to shoot at a bulletproof vest.,2/7/2013 7:03,FALSE,TRUE,2.99413E+17,lnternetGrandma,1,lnternetGrandma,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,"RT @ArielXoxo Holy muther if god. Just saw @dpiercexxx shirtless.  Dude is a super babe
Eh.. I guess if ur into that buff hot n sexy type ",2/6/2013 22:27,FALSE,FALSE,2.99283E+17,FALSE,2,"ArielXoxo, dpiercexxx",0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@Migs41584 thats awesome! Good job! Keep it up!,2/6/2013 18:30,FALSE,FALSE,2.99224E+17,FALSE,1,Migs41584,0,,0,
FALSE,3,37588,   ,336,adriannalunaxxx,Keep it tight keep it right! #crossfit nuff said http://t.co/dqN7HBF9,2/6/2013 18:28,FALSE,FALSE,2.99223E+17,FALSE,0,,1,crossfit,0,
FALSE,0,37588,   ,336,adriannalunaxxx,"Had a min 2 reflect on how my life has changed the past 2yrs n realized ""those who matter dont mind n those who mind dont matter"" So true!",2/6/2013 6:56,FALSE,FALSE,2.99049E+17,FALSE,0,,0,,0,
FALSE,2,37588,   ,336,adriannalunaxxx,Enjoy!RT @jonesy_steve @AdriannaLunaxxx Fuck them!. But could you please post some photos for the ones who love you? http://t.co/TKhWkfR2,2/5/2013 20:31,FALSE,FALSE,2.98892E+17,FALSE,2,"jonesy_steve, AdriannaLunaxxx",0,,1,http://moby.to/0qvhhv
FALSE,0,37588,   ,336,adriannalunaxxx,@Fazooli88 congrats! Keep up the hard work! ;),2/5/2013 20:29,FALSE,FALSE,2.98891E+17,FALSE,1,Fazooli88,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@rddrg18 thx babe!,2/5/2013 20:28,FALSE,FALSE,2.98891E+17,FALSE,1,rddrg18,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@johncittadino i think so. So far so good! Im doing a reset cleanse by ritual cleanse :),2/5/2013 20:27,FALSE,FALSE,2.98891E+17,FALSE,1,johncittadino,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@manswers07 thx!,2/5/2013 20:26,FALSE,FALSE,2.9889E+17,FALSE,1,manswers07,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@dpiercexxx i sure do!,2/5/2013 20:23,FALSE,FALSE,2.9889E+17,FALSE,1,dpiercexxx,0,,0,
FALSE,0,37588,   ,336,adriannalunaxxx,@mialelanixxx cool! How's the trip going bb? Hope ur having a great time!,2/5/2013 19:20,FALSE,FALSE,2.98874E+17,FALSE,1,mialelanixxx,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@dpiercexxx damn! U just ruined my vday present! I had a custom helmet w/ all three in pink made 4 u! ,2/5/2013 19:14,FALSE,FALSE,2.98872E+17,FALSE,1,dpiercexxx,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,Truth! RT @chrisj3417 @AdriannaLunaxxx that's why I don't tell people what I'm doing if I want your 2cents I will ask for it,2/5/2013 19:13,FALSE,FALSE,2.98872E+17,FALSE,2,"chrisj3417, AdriannaLunaxxx",0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@TwiceR thx bb!,2/5/2013 19:12,FALSE,FALSE,2.98872E+17,FALSE,1,TwiceR,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@ericjohnsonsong awesome! Good luck! I did it last year. Tough workouts but very rewarding each time i finished :),2/5/2013 19:12,FALSE,FALSE,2.98872E+17,FALSE,1,ericjohnsonsong,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@JasonD_OK thank u!,2/5/2013 18:00,FALSE,FALSE,2.98854E+17,FALSE,1,JasonD_OK,0,,0
FALSE,1,37588,   ,336,adriannalunaxxx,RT @TheRealApollo: @Skin_Diamond  @AdriannaLunaxxx ..saw that Incredibly HOT scene U did together for GFF..definitely gotta see some of  ...,2/5/2013 18:00,FALSE,TRUE,2.98854E+17,TheRealApollo,3,"TheRealApollo, Skin_Diamond, AdriannaLunaxxx",0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@ericjohnsonsong i havent decided if i'm going 2 register this year,2/5/2013 18:00,FALSE,FALSE,2.98854E+17,FALSE,1,ericjohnsonsong,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@TwiceR going great! ;),2/5/2013 17:59,FALSE,FALSE,2.98853E+17,FALSE,1,TwiceR,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@darindiazSC morning!,2/5/2013 17:58,FALSE,FALSE,2.98853E+17,FALSE,1,darindiazSC,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@SwineysPigpen ur silly Tim ;) ha! Bloody mary cleanse sounds pretty awesome!,2/5/2013 17:58,FALSE,FALSE,2.98853E+17,FALSE,1,SwineysPigpen,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@Da1uNvMost i like the way u think! Thx babe ;) ps.. That cake looks amazing! Lol,2/5/2013 17:57,FALSE,FALSE,2.98853E+17,FALSE,1,Da1uNvMost,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@ghostpidgin another idiot #blocked!,2/5/2013 17:38,FALSE,FALSE,2.98848E+17,FALSE,1,ghostpidgin,1,blocked,0
FALSE,0,37588,   ,336,adriannalunaxxx,And starting fresh eating clean healthy foods n not craving crap. Thats my last tweet abt this.,2/5/2013 16:59,FALSE,FALSE,2.98838E+17,FALSE,0,,0,,0
FALSE,1,37588,   ,336,adriannalunaxxx,Im not trying 2 lose weight. I dont need to! Im doing a 3day cleanse 2 remove toxins in my body frm my bad food choices,2/5/2013 16:58,FALSE,FALSE,2.98838E+17,FALSE,0,,0,,0
FALSE,1,37588,   ,336,adriannalunaxxx,Im gonna stop tweeting abt my juice cleanse cause 2 many kno-it-alls trying 2 tell me what i already kno n making stupid assumptions abt me!,2/5/2013 16:58,FALSE,FALSE,2.98838E+17,FALSE,0,,0,,0
FALSE,0,37588,   ,336,adriannalunaxxx,@MakeupByMarine love! Sooo pretty! Where do u get the gold leafing?,2/5/2013 16:48,FALSE,FALSE,2.98835E+17,FALSE,1,MakeupByMarine,0,,0,
